date,weightclass,fighter,rank
4/26/17,Featherweight,Yair Rodriguez,7
4/26/17,Featherweight,Jeremy Stephens,8
4/26/17,Featherweight,Brian Ortega,9
4/26/17,Featherweight,Dennis Bermudez,10
4/26/17,Featherweight,Renato Moicano,11
4/26/17,Featherweight,Darren Elkins,12
4/26/17,Featherweight,Dooho Choi,13
4/26/17,Featherweight,Mirsad Bektic,14
4/26/17,Featherweight,Renan Barao,15
4/26/17,Lightweight,Conor McGregor,0
4/26/17,Lightweight,Khabib Nurmagomedov,1
4/26/17,Lightweight,Tony Ferguson,2
4/26/17,Lightweight,Eddie Alvarez,3
4/26/17,Lightweight,Rafael Dos Anjos,4
4/26/17,Lightweight,Edson Barboza,5
4/26/17,Lightweight,Michael Johnson,6
4/26/17,Lightweight,Michael Chiesa,7
4/26/17,Lightweight,Nate Diaz,8
4/26/17,Lightweight,Dustin Poirier,9
4/26/17,Lightweight,Beneil Dariush,10
4/26/17,Lightweight,Al Iaquinta,11
4/26/17,Lightweight,Kevin Lee,12
4/26/17,Lightweight,Evan Dunham,13
4/26/17,Lightweight,Gilbert Melendez,14
4/26/17,Lightweight,Rashid Magomedov,15
4/26/17,Welterweight,Tyron Woodley,0
4/26/17,Welterweight,Stephen Thompson,1
4/26/17,Welterweight,Robbie Lawler,2
4/26/17,Welterweight,Demian Maia,3
4/26/17,Welterweight,Carlos Condit,4
4/26/17,Welterweight,Jorge Masvidal,5
4/26/17,Welterweight,Neil Magny,6
4/26/17,Welterweight,Dong Hyun Kim,7
4/26/17,Welterweight,Donald Cerrone,8
4/26/17,Welterweight,Gunnar Nelson,9
4/26/17,Welterweight,Kamaru Usman,10
4/26/17,Welterweight,Tarec Saffiedine,11
4/26/17,Welterweight,Ryan LaFlare,12
4/26/17,Welterweight,Santiago Ponzinibbio,13
4/26/17,Welterweight,Matt Brown,14
4/26/17,Welterweight,Leon Edwards,15
4/26/17,Middleweight,Michael Bisping,0
4/26/17,Middleweight,Yoel Romero,1
4/26/17,Middleweight,Luke Rockhold,2
4/26/17,Middleweight,Robert Whittaker,3
4/26/17,Middleweight,Gegard Mousasi,4
4/26/17,Middleweight,Jacare Souza,5
4/26/17,Middleweight,Chris Weidman,6
4/26/17,Middleweight,Anderson Silva,7
4/26/17,Middleweight,Derek Brunson,8
4/26/17,Middleweight,Krzysztof Jotko,9
4/26/17,Middleweight,Vitor Belfort,10
4/26/17,Middleweight,Thales Leites,11
4/26/17,Middleweight,Uriah Hall,12
4/26/17,Middleweight,Sam Alvey,13
4/26/17,Middleweight,Daniel Kelly,14
4/26/17,Middleweight,Tim Boetsch,15
4/26/17,Light Heavyweight,Daniel Cormier,0
4/26/17,Light Heavyweight,Alexander Gustafsson,1
4/26/17,Light Heavyweight,Glover Teixeira,2
4/26/17,Light Heavyweight,Jimi Manuwa,3
4/26/17,Light Heavyweight,Mauricio Rua,4
4/26/17,Light Heavyweight,Volkan Oezdemir,5
4/26/17,Light Heavyweight,Corey Anderson,6
4/26/17,Light Heavyweight,Misha Cirkunov,7
4/26/17,Light Heavyweight,Ovince Saint Preux,8
4/26/17,Light Heavyweight,Ilir Latifi,9
4/26/17,Light Heavyweight,Rogerio Nogueira,10
4/26/17,Light Heavyweight,Patrick Cummins,11
4/26/17,Light Heavyweight,Tyson Pedro,12
4/26/17,Light Heavyweight,Jan Blachowicz,13
4/26/17,Light Heavyweight,Gian Villante,14
4/26/17,Light Heavyweight,Jared Cannonier,15
4/26/17,Heavyweight,Stipe Miocic,0
4/26/17,Heavyweight,Fabricio Werdum,1
4/26/17,Heavyweight,Cain Velasquez,2
4/26/17,Heavyweight,Alistair Overeem,3
4/26/17,Heavyweight,Junior Dos Santos,4
4/26/17,Heavyweight,Francis Ngannou,5
4/26/17,Heavyweight,Derrick Lewis,6
4/26/17,Heavyweight,Mark Hunt,7
4/26/17,Heavyweight,Andrei Arlovski,8
4/26/17,Heavyweight,Travis Browne,9
4/26/17,Heavyweight,Alexander Volkov,10
4/26/17,Heavyweight,Stefan Struve,11
4/26/17,Heavyweight,Tim Johnson,12
4/26/17,Heavyweight,Marcin Tybura,13
4/26/17,Heavyweight,Aleksei Oleinik,14
4/26/17,Heavyweight,Daniel Omielanczuk,15
4/26/17,Women's Strawweight,Joanna Jedrzejczyk,0
4/26/17,Women's Strawweight,Claudia Gadelha,1
4/26/17,Women's Strawweight,Karolina Kowalkiewicz,2
4/26/17,Women's Strawweight,Jessica Andrade,3
4/26/17,Women's Strawweight,Rose Namajunas,4
4/26/17,Women's Strawweight,Tecia Torres,5
4/26/17,Women's Strawweight,Michelle Waterson,6
4/26/17,Women's Strawweight,Joanne Calderwood,7
4/26/17,Women's Strawweight,Randa Markos,8
4/26/17,Women's Strawweight,Carla Esparza,9
4/26/17,Women's Strawweight,Maryna Moroz,10
4/26/17,Women's Strawweight,Paige VanZant,11
4/26/17,Women's Strawweight,Jessica Aguilar,12
4/26/17,Women's Strawweight,Felice Herrig,13
4/26/17,Women's Strawweight,Justine Kish,14
4/26/17,Women's Strawweight,Cynthia Calvillo,15
4/26/17,Women's Bantamweight,Amanda Nunes,0
4/26/17,Women's Bantamweight,Valentina Shevchenko,1
4/26/17,Women's Bantamweight,Julianna Pena,2
4/26/17,Women's Bantamweight,Ronda Rousey,3
4/26/17,Women's Bantamweight,Raquel Pennington,4
4/26/17,Women's Bantamweight,Holly Holm,5
4/26/17,Women's Bantamweight,Sara McMann,6
4/26/17,Women's Bantamweight,Cat Zingano,7
4/26/17,Women's Bantamweight,Liz Carmouche,8
4/26/17,Women's Bantamweight,Alexis Davis,9
4/26/17,Women's Bantamweight,Germaine de Randamie,10
4/26/17,Women's Bantamweight,Bethe Correia,11
4/26/17,Women's Bantamweight,Marion Reneau,12
4/26/17,Women's Bantamweight,Ketlen Vieira,13
4/26/17,Women's Bantamweight,Katlyn Chookagian,14
4/26/17,Women's Bantamweight,Ashlee Evans-Smith,15
5/17/17,Pound-for-Pound,Demetrious Johnson,1
5/17/17,Pound-for-Pound,Conor McGregor,2
5/17/17,Pound-for-Pound,Daniel Cormier,3
5/17/17,Pound-for-Pound,Jose Aldo,4
5/17/17,Pound-for-Pound,Stipe Miocic,5
5/17/17,Pound-for-Pound,Cody Garbrandt,6
5/17/17,Pound-for-Pound,Joanna Jedrzejczyk,7
5/17/17,Pound-for-Pound,Dominick Cruz,8
5/17/17,Pound-for-Pound,Tyron Woodley,9
5/17/17,Pound-for-Pound,Michael Bisping,10
5/17/17,Pound-for-Pound,Amanda Nunes,11
5/17/17,Pound-for-Pound,Max Holloway,12
5/17/17,Pound-for-Pound,TJ Dillashaw,13
5/17/17,Pound-for-Pound,Khabib Nurmagomedov,14
5/17/17,Pound-for-Pound,Frankie Edgar,15
5/17/17,Flyweight,Demetrious Johnson,0
5/17/17,Flyweight,Joseph Benavidez,1
5/17/17,Flyweight,Henry Cejudo,2
5/17/17,Flyweight,Ray Borg,3
5/17/17,Flyweight,Wilson Reis,4
5/17/17,Flyweight,Jussier Formiga,5
5/17/17,Flyweight,Sergio Pettis,6
5/17/17,Flyweight,Brandon Moreno,7
5/17/17,Flyweight,Tim Elliott,8
5/17/17,Flyweight,Ian McCall,9
5/17/17,Flyweight,Dustin Ortiz,10
5/17/17,Flyweight,John Moraga,11
5/17/17,Flyweight,Ben Nguyen,12
5/17/17,Flyweight,Louis Smolka,13
5/17/17,Flyweight,Alexandre Pantoja,14
5/17/17,Flyweight,Ryan Benoit,15
5/17/17,Bantamweight,Cody Garbrandt,0
5/17/17,Bantamweight,Dominick Cruz,1
5/17/17,Bantamweight,TJ Dillashaw,2
5/17/17,Bantamweight,Raphael Assuncao,3
5/17/17,Bantamweight,John Lineker,4
5/17/17,Bantamweight,Jimmie Rivera,5
5/17/17,Bantamweight,Bryan Caraway,6
5/17/17,Bantamweight,John Dodson,7
5/17/17,Bantamweight,Aljamain Sterling,8
5/17/17,Bantamweight,Thomas Almeida,9
5/17/17,Bantamweight,Johnny Eduardo,10
5/17/17,Bantamweight,Eddie Wineland,11
5/17/17,Bantamweight,Pedro Munhoz,12
5/17/17,Bantamweight,Iuri Alcantara,13
5/17/17,Bantamweight,Joe Soto,14
5/17/17,Bantamweight,Rob Font,15
5/17/17,Featherweight,Jose Aldo,0
5/17/17,Featherweight,Max Holloway,1
5/17/17,Featherweight,Frankie Edgar,2
5/17/17,Featherweight,Ricardo Lamas,3
5/17/17,Featherweight,Cub Swanson,4
5/17/17,Featherweight,Chan Sung Jung,5
5/17/17,Featherweight,Anthony Pettis,6
5/17/17,Featherweight,Yair Rodriguez,7
5/17/17,Featherweight,Jeremy Stephens,8
5/17/17,Featherweight,Brian Ortega,9
5/17/17,Featherweight,Dennis Bermudez,10
5/17/17,Featherweight,Renato Moicano,11
5/17/17,Featherweight,Darren Elkins,12
5/17/17,Featherweight,Dooho Choi,13
5/17/17,Featherweight,Mirsad Bektic,14
5/17/17,Featherweight,Renan Barao,15
5/17/17,Lightweight,Conor McGregor,0
5/17/17,Lightweight,Khabib Nurmagomedov,1
5/17/17,Lightweight,Tony Ferguson,2
5/17/17,Lightweight,Eddie Alvarez,3
5/17/17,Lightweight,Edson Barboza,4
5/17/17,Lightweight,Rafael Dos Anjos,5
5/17/17,Lightweight,Michael Johnson,6
5/17/17,Lightweight,Michael Chiesa,7
5/17/17,Lightweight,Nate Diaz,8
5/17/17,Lightweight,Dustin Poirier,9
5/17/17,Lightweight,Beneil Dariush,10
5/17/17,Lightweight,Al Iaquinta,11
5/17/17,Lightweight,Kevin Lee,12
5/17/17,Lightweight,Evan Dunham,13
5/17/17,Lightweight,Gilbert Melendez,14
5/17/17,Lightweight,Francisco Trinaldo,15
5/17/17,Welterweight,Tyron Woodley,0
5/17/17,Welterweight,Demian Maia,1
5/17/17,Welterweight,Stephen Thompson,2
5/17/17,Welterweight,Robbie Lawler,3
5/17/17,Welterweight,Carlos Condit,4
5/17/17,Welterweight,Jorge Masvidal,5
5/17/17,Welterweight,Neil Magny,6
5/17/17,Welterweight,Dong Hyun Kim,7
5/17/17,Welterweight,Donald Cerrone,8
5/17/17,Welterweight,Gunnar Nelson,9
5/17/17,Welterweight,Kamaru Usman,10
5/17/17,Welterweight,Tarec Saffiedine,11
5/17/17,Welterweight,Ryan LaFlare,12
5/17/17,Welterweight,Santiago Ponzinibbio,13
5/17/17,Welterweight,Matt Brown,14
5/17/17,Welterweight,Leon Edwards,15
5/17/17,Middleweight,Michael Bisping,0
5/17/17,Middleweight,Yoel Romero,1
5/17/17,Middleweight,Luke Rockhold,2
5/17/17,Middleweight,Robert Whittaker,3
5/17/17,Middleweight,Gegard Mousasi,4
5/17/17,Middleweight,Jacare Souza,5
5/17/17,Middleweight,Chris Weidman,6
5/17/17,Middleweight,Anderson Silva,7
5/17/17,Middleweight,Derek Brunson,8
5/17/17,Middleweight,David Branch,9
5/17/17,Middleweight,Krzysztof Jotko,9
5/17/17,Middleweight,Vitor Belfort,11
5/17/17,Middleweight,Thales Leites,12
5/17/17,Middleweight,Uriah Hall,13
5/17/17,Middleweight,Sam Alvey,14
5/17/17,Middleweight,Daniel Kelly,15
5/17/17,Light Heavyweight,Daniel Cormier,0
5/17/17,Light Heavyweight,Alexander Gustafsson,1
5/17/17,Light Heavyweight,Glover Teixeira,2
5/17/17,Light Heavyweight,Jimi Manuwa,3
5/17/17,Light Heavyweight,Mauricio Rua,4
5/17/17,Light Heavyweight,Volkan Oezdemir,5
5/17/17,Light Heavyweight,Corey Anderson,6
5/17/17,Light Heavyweight,Misha Cirkunov,7
5/17/17,Light Heavyweight,Ovince Saint Preux,8
5/17/17,Light Heavyweight,Ilir Latifi,9
5/17/17,Light Heavyweight,Rogerio Nogueira,10
5/17/17,Light Heavyweight,Patrick Cummins,11
5/17/17,Light Heavyweight,Tyson Pedro,12
5/17/17,Light Heavyweight,Gian Villante,13
5/17/17,Light Heavyweight,Jan Blachowicz,14
5/17/17,Light Heavyweight,Gadzhimurad Antigulov,15
5/17/17,Heavyweight,Stipe Miocic,0
5/17/17,Heavyweight,Fabricio Werdum,1
5/17/17,Heavyweight,Cain Velasquez,2
5/17/17,Heavyweight,Alistair Overeem,3
5/17/17,Heavyweight,Junior Dos Santos,4
5/17/17,Heavyweight,Francis Ngannou,5
5/17/17,Heavyweight,Derrick Lewis,6
5/17/17,Heavyweight,Mark Hunt,7
5/17/17,Heavyweight,Andrei Arlovski,8
5/17/17,Heavyweight,Travis Browne,9
5/17/17,Heavyweight,Alexander Volkov,10
5/17/17,Heavyweight,Stefan Struve,11
5/17/17,Heavyweight,Tim Johnson,12
5/17/17,Heavyweight,Marcin Tybura,13
5/17/17,Heavyweight,Aleksei Oleinik,14
5/17/17,Heavyweight,Daniel Omielanczuk,15
5/17/17,Women's Strawweight,Joanna Jedrzejczyk,0
5/17/17,Women's Strawweight,Claudia Gadelha,1
5/17/17,Women's Strawweight,Karolina Kowalkiewicz,2
5/17/17,Women's Strawweight,Rose Namajunas,3
5/17/17,Women's Strawweight,Jessica Andrade,4
5/17/17,Women's Strawweight,Tecia Torres,5
5/17/17,Women's Strawweight,Michelle Waterson,6
5/17/17,Women's Strawweight,Joanne Calderwood,7
5/17/17,Women's Strawweight,Carla Esparza,8
5/17/17,Women's Strawweight,Randa Markos,9
5/17/17,Women's Strawweight,Maryna Moroz,10
5/17/17,Women's Strawweight,Cortney Casey,11
5/17/17,Women's Strawweight,Paige VanZant,12
5/17/17,Women's Strawweight,Felice Herrig,13
5/17/17,Women's Strawweight,Cynthia Calvillo,14
5/17/17,Women's Strawweight,Jessica Aguilar,15
5/17/17,Women's Bantamweight,Amanda Nunes,0
5/17/17,Women's Bantamweight,Valentina Shevchenko,1
5/17/17,Women's Bantamweight,Julianna Pena,2
5/17/17,Women's Bantamweight,Ronda Rousey,3
5/17/17,Women's Bantamweight,Raquel Pennington,4
5/17/17,Women's Bantamweight,Holly Holm,5
5/17/17,Women's Bantamweight,Sara McMann,6
5/17/17,Women's Bantamweight,Cat Zingano,7
5/17/17,Women's Bantamweight,Liz Carmouche,8
5/17/17,Women's Bantamweight,Alexis Davis,9
5/17/17,Women's Bantamweight,Germaine de Randamie,10
5/17/17,Women's Bantamweight,Bethe Correia,11
5/17/17,Women's Bantamweight,Marion Reneau,12
5/17/17,Women's Bantamweight,Ketlen Vieira,13
5/17/17,Women's Bantamweight,Katlyn Chookagian,14
5/17/17,Women's Bantamweight,Ashlee Evans-Smith,15
5/31/17,Pound-for-Pound,Demetrious Johnson,1
5/31/17,Pound-for-Pound,Conor McGregor,2
5/31/17,Pound-for-Pound,Daniel Cormier,3
5/31/17,Pound-for-Pound,Jose Aldo,4
5/31/17,Pound-for-Pound,Stipe Miocic,5
5/31/17,Pound-for-Pound,Cody Garbrandt,6
5/31/17,Pound-for-Pound,Joanna Jedrzejczyk,7
5/31/17,Pound-for-Pound,Dominick Cruz,8
5/31/17,Pound-for-Pound,Tyron Woodley,9
5/31/17,Pound-for-Pound,Michael Bisping,10
5/31/17,Pound-for-Pound,Amanda Nunes,11
5/31/17,Pound-for-Pound,Max Holloway,12
5/31/17,Pound-for-Pound,TJ Dillashaw,13
5/31/17,Pound-for-Pound,Khabib Nurmagomedov,14
5/31/17,Pound-for-Pound,Frankie Edgar,15
5/31/17,Flyweight,Demetrious Johnson,0
5/31/17,Flyweight,Joseph Benavidez,1
5/31/17,Flyweight,Henry Cejudo,2
5/31/17,Flyweight,Ray Borg,3
5/31/17,Flyweight,Wilson Reis,4
5/31/17,Flyweight,Jussier Formiga,5
5/31/17,Flyweight,Sergio Pettis,6
5/31/17,Flyweight,Brandon Moreno,7
5/31/17,Flyweight,Tim Elliott,8
5/31/17,Flyweight,Ian McCall,9
5/31/17,Flyweight,Dustin Ortiz,10
5/31/17,Flyweight,John Moraga,11
5/31/17,Flyweight,Ben Nguyen,12
5/31/17,Flyweight,Louis Smolka,13
5/31/17,Flyweight,Alexandre Pantoja,14
5/31/17,Flyweight,Ryan Benoit,15
5/31/17,Bantamweight,Cody Garbrandt,0
5/31/17,Bantamweight,Dominick Cruz,1
5/31/17,Bantamweight,TJ Dillashaw,2
5/31/17,Bantamweight,Raphael Assuncao,3
5/31/17,Bantamweight,John Lineker,4
5/31/17,Bantamweight,Jimmie Rivera,5
5/31/17,Bantamweight,Bryan Caraway,6
5/31/17,Bantamweight,John Dodson,7
5/31/17,Bantamweight,Aljamain Sterling,8
5/31/17,Bantamweight,Thomas Almeida,9
5/31/17,Bantamweight,Johnny Eduardo,10
5/31/17,Bantamweight,Eddie Wineland,11
5/31/17,Bantamweight,Pedro Munhoz,12
5/31/17,Bantamweight,Iuri Alcantara,13
5/31/17,Bantamweight,Joe Soto,14
5/31/17,Bantamweight,Rob Font,15
5/31/17,Featherweight,Jose Aldo,0
5/31/17,Featherweight,Max Holloway,1
5/31/17,Featherweight,Frankie Edgar,2
5/31/17,Featherweight,Ricardo Lamas,3
5/31/17,Featherweight,Cub Swanson,4
5/31/17,Featherweight,Chan Sung Jung,5
5/31/17,Featherweight,Anthony Pettis,6
5/31/17,Featherweight,Yair Rodriguez,7
5/31/17,Featherweight,Jeremy Stephens,8
5/31/17,Featherweight,Brian Ortega,9
5/31/17,Featherweight,Dennis Bermudez,10
5/31/17,Featherweight,Renato Moicano,11
5/31/17,Featherweight,Darren Elkins,12
5/31/17,Featherweight,Dooho Choi,13
5/31/17,Featherweight,Mirsad Bektic,14
5/31/17,Featherweight,Renan Barao,15
5/31/17,Lightweight,Conor McGregor,0
5/31/17,Lightweight,Khabib Nurmagomedov,1
5/31/17,Lightweight,Tony Ferguson,2
5/31/17,Lightweight,Eddie Alvarez,3
5/31/17,Lightweight,Edson Barboza,4
5/31/17,Lightweight,Rafael Dos Anjos,5
5/31/17,Lightweight,Michael Johnson,6
5/31/17,Lightweight,Michael Chiesa,7
5/31/17,Lightweight,Nate Diaz,8
5/31/17,Lightweight,Dustin Poirier,9
5/31/17,Lightweight,Beneil Dariush,10
5/31/17,Lightweight,Al Iaquinta,11
5/31/17,Lightweight,Kevin Lee,12
5/31/17,Lightweight,Evan Dunham,13
5/31/17,Lightweight,Gilbert Melendez,14
5/31/17,Lightweight,Francisco Trinaldo,15
5/31/17,Welterweight,Tyron Woodley,0
5/31/17,Welterweight,Demian Maia,1
5/31/17,Welterweight,Stephen Thompson,2
5/31/17,Welterweight,Robbie Lawler,3
5/31/17,Welterweight,Jorge Masvidal,4
5/31/17,Welterweight,Neil Magny,5
5/31/17,Welterweight,Carlos Condit,6
5/31/17,Welterweight,Dong Hyun Kim,7
5/31/17,Welterweight,Donald Cerrone,8
5/31/17,Welterweight,Gunnar Nelson,9
5/31/17,Welterweight,Kamaru Usman,10
5/31/17,Welterweight,Tarec Saffiedine,11
5/31/17,Welterweight,Ryan LaFlare,12
5/31/17,Welterweight,Santiago Ponzinibbio,13
5/31/17,Welterweight,Matt Brown,14
5/31/17,Welterweight,Leon Edwards,15
5/31/17,Middleweight,Michael Bisping,0
5/31/17,Middleweight,Yoel Romero,1
5/31/17,Middleweight,Luke Rockhold,2
5/31/17,Middleweight,Robert Whittaker,3
5/31/17,Middleweight,Gegard Mousasi,4
5/31/17,Middleweight,Jacare Souza,5
5/31/17,Middleweight,Chris Weidman,6
5/31/17,Middleweight,Anderson Silva,7
5/31/17,Middleweight,Derek Brunson,8
5/31/17,Middleweight,Krzysztof Jotko,9
5/31/17,Middleweight,David Branch,10
5/31/17,Middleweight,Vitor Belfort,11
5/31/17,Middleweight,Thales Leites,12
5/31/17,Middleweight,Uriah Hall,13
5/31/17,Middleweight,Sam Alvey,14
5/31/17,Middleweight,Daniel Kelly,15
5/31/17,Light Heavyweight,Daniel Cormier,0
5/31/17,Light Heavyweight,Alexander Gustafsson,1
5/31/17,Light Heavyweight,Jimi Manuwa,2
5/31/17,Light Heavyweight,Glover Teixeira,3
5/31/17,Light Heavyweight,Mauricio Rua,4
5/31/17,Light Heavyweight,Volkan Oezdemir,4
5/31/17,Light Heavyweight,Corey Anderson,6
5/31/17,Light Heavyweight,Ovince Saint Preux,7
5/31/17,Light Heavyweight,Misha Cirkunov,8
5/31/17,Light Heavyweight,Ilir Latifi,9
5/31/17,Light Heavyweight,Rogerio Nogueira,10
5/31/17,Light Heavyweight,Patrick Cummins,11
5/31/17,Light Heavyweight,Tyson Pedro,12
5/31/17,Light Heavyweight,Gian Villante,13
5/31/17,Light Heavyweight,Jan Blachowicz,14
5/31/17,Light Heavyweight,Gadzhimurad Antigulov,15
5/31/17,Heavyweight,Stipe Miocic,0
5/31/17,Heavyweight,Fabricio Werdum,1
5/31/17,Heavyweight,Cain Velasquez,2
5/31/17,Heavyweight,Alistair Overeem,3
5/31/17,Heavyweight,Junior Dos Santos,4
5/31/17,Heavyweight,Francis Ngannou,5
5/31/17,Heavyweight,Derrick Lewis,6
5/31/17,Heavyweight,Mark Hunt,7
5/31/17,Heavyweight,Andrei Arlovski,8
5/31/17,Heavyweight,Travis Browne,9
5/31/17,Heavyweight,Alexander Volkov,10
5/31/17,Heavyweight,Stefan Struve,11
5/31/17,Heavyweight,Tim Johnson,12
5/31/17,Heavyweight,Marcin Tybura,13
5/31/17,Heavyweight,Aleksei Oleinik,14
5/31/17,Heavyweight,Daniel Omielanczuk,15
5/31/17,Women's Strawweight,Joanna Jedrzejczyk,0
5/31/17,Women's Strawweight,Claudia Gadelha,1
5/31/17,Women's Strawweight,Karolina Kowalkiewicz,2
5/31/17,Women's Strawweight,Rose Namajunas,3
5/31/17,Women's Strawweight,Jessica Andrade,4
5/31/17,Women's Strawweight,Tecia Torres,5
5/31/17,Women's Strawweight,Michelle Waterson,6
5/31/17,Women's Strawweight,Joanne Calderwood,7
5/31/17,Women's Strawweight,Carla Esparza,8
5/31/17,Women's Strawweight,Randa Markos,9
5/31/17,Women's Strawweight,Maryna Moroz,10
5/31/17,Women's Strawweight,Cortney Casey,11
5/31/17,Women's Strawweight,Paige VanZant,12
5/31/17,Women's Strawweight,Felice Herrig,13
5/31/17,Women's Strawweight,Cynthia Calvillo,14
5/31/17,Women's Strawweight,Jessica Aguilar,15
5/31/17,Women's Bantamweight,Amanda Nunes,0
5/31/17,Women's Bantamweight,Valentina Shevchenko,1
5/31/17,Women's Bantamweight,Julianna Pena,2
5/31/17,Women's Bantamweight,Ronda Rousey,3
5/31/17,Women's Bantamweight,Raquel Pennington,4
5/31/17,Women's Bantamweight,Holly Holm,5
5/31/17,Women's Bantamweight,Sara McMann,6
5/31/17,Women's Bantamweight,Cat Zingano,7
5/31/17,Women's Bantamweight,Liz Carmouche,8
5/31/17,Women's Bantamweight,Alexis Davis,9
5/31/17,Women's Bantamweight,Germaine de Randamie,10
5/31/17,Women's Bantamweight,Bethe Correia,11
5/31/17,Women's Bantamweight,Marion Reneau,12
5/31/17,Women's Bantamweight,Ketlen Vieira,13
5/31/17,Women's Bantamweight,Katlyn Chookagian,14
5/31/17,Women's Bantamweight,Ashlee Evans-Smith,15
6/7/17,Pound-for-Pound,Demetrious Johnson,1
6/7/17,Pound-for-Pound,Conor McGregor,2
6/7/17,Pound-for-Pound,Daniel Cormier,3
6/7/17,Pound-for-Pound,Stipe Miocic,4
6/7/17,Pound-for-Pound,Max Holloway,5
6/7/17,Pound-for-Pound,Cody Garbrandt,6
6/7/17,Pound-for-Pound,Joanna Jedrzejczyk,7
6/7/17,Pound-for-Pound,Dominick Cruz,8
6/7/17,Pound-for-Pound,Tyron Woodley,9
6/7/17,Pound-for-Pound,Jose Aldo,10
6/7/17,Pound-for-Pound,Michael Bisping,11
6/7/17,Pound-for-Pound,Amanda Nunes,12
6/7/17,Pound-for-Pound,TJ Dillashaw,13
6/7/17,Pound-for-Pound,Khabib Nurmagomedov,14
6/7/17,Pound-for-Pound,Frankie Edgar,15
6/7/17,Flyweight,Demetrious Johnson,0
6/7/17,Flyweight,Joseph Benavidez,1
6/7/17,Flyweight,Henry Cejudo,2
6/7/17,Flyweight,Ray Borg,3
6/7/17,Flyweight,Wilson Reis,4
6/7/17,Flyweight,Jussier Formiga,5
6/7/17,Flyweight,Sergio Pettis,6
6/7/17,Flyweight,Brandon Moreno,7
6/7/17,Flyweight,Tim Elliott,8
6/7/17,Flyweight,Ian McCall,9
6/7/17,Flyweight,Dustin Ortiz,10
6/7/17,Flyweight,John Moraga,11
6/7/17,Flyweight,Ben Nguyen,12
6/7/17,Flyweight,Louis Smolka,13
6/7/17,Flyweight,Alexandre Pantoja,14
6/7/17,Flyweight,Ryan Benoit,15
6/7/17,Bantamweight,Cody Garbrandt,0
6/7/17,Bantamweight,Dominick Cruz,1
6/7/17,Bantamweight,TJ Dillashaw,2
6/7/17,Bantamweight,Raphael Assuncao,3
6/7/17,Bantamweight,John Lineker,4
6/7/17,Bantamweight,Jimmie Rivera,5
6/7/17,Bantamweight,Bryan Caraway,6
6/7/17,Bantamweight,John Dodson,7
6/7/17,Bantamweight,Aljamain Sterling,8
6/7/17,Bantamweight,Thomas Almeida,9
6/7/17,Bantamweight,Marlon Moraes,10
6/7/17,Bantamweight,Pedro Munhoz,11
6/7/17,Bantamweight,Eddie Wineland,12
6/7/17,Bantamweight,Matthew Lopez,13
6/7/17,Bantamweight,Johnny Eduardo,14
6/7/17,Bantamweight,Rob Font,15
6/7/17,Featherweight,Max Holloway,0
6/7/17,Featherweight,Jose Aldo,1
6/7/17,Featherweight,Frankie Edgar,2
6/7/17,Featherweight,Ricardo Lamas,3
6/7/17,Featherweight,Cub Swanson,4
6/7/17,Featherweight,Chan Sung Jung,5
6/7/17,Featherweight,Anthony Pettis,6
6/7/17,Featherweight,Yair Rodriguez,7
6/7/17,Featherweight,Jeremy Stephens,8
6/7/17,Featherweight,Brian Ortega,9
6/7/17,Featherweight,Dennis Bermudez,10
6/7/17,Featherweight,Renato Moicano,11
6/7/17,Featherweight,Darren Elkins,12
6/7/17,Featherweight,Dooho Choi,13
6/7/17,Featherweight,Mirsad Bektic,14
6/7/17,Featherweight,Renan Barao,15
6/7/17,Lightweight,Conor McGregor,0
6/7/17,Lightweight,Khabib Nurmagomedov,1
6/7/17,Lightweight,Tony Ferguson,2
6/7/17,Lightweight,Eddie Alvarez,3
6/7/17,Lightweight,Edson Barboza,4
6/7/17,Lightweight,Rafael Dos Anjos,5
6/7/17,Lightweight,Michael Johnson,6
6/7/17,Lightweight,Michael Chiesa,7
